"year","source","count"
"2010","[Mundipharma Medical Company]","1"
"2010","[Protalix]","1"
"2010","[Actavis Inc.]","5"
"2010","[Maquet Cardiovascular]","1"
"2010","[Newron Pharmaceuticals SPA]","3"
"2010","[Alloksys Life Sciences B.V.]","1"
"2010","[INSYS Therapeutics Inc]","3"
"2010","[NsGene A/S]","1"
"2010","[Mennonite Christian Hospital]","2"
"2010","[Beijing Anzhen Hospital]","2"
"2010","[Infectopharm Arzneimittel GmbH]","1"
"2010","[Tan Tock Seng Hospital]","2"
"2010","[Cardiochirurgia E.H.]","2"
"2010","[Elisabeth-TweeSteden Ziekenhuis]","1"
"2010","[Mespere Lifesciences Inc.]","1"
"2010","[Trinity Medical Center, Illinois]","1"
"2010","[Lotus Pharmaceutical]","1"
"2011","[Aziende Chimiche Riunite Angelini Francesco S.p.A]","1"
"2010","[Assurex Health Inc.]","1"
"2011","[IC-MedTech Corporation]","1"
"2011","[Ruhr University of Bochum]","11"
"2011","[H. Lee Moffitt Cancer Center and Research Institute]","31"
"2011","[University of Zimbabwe]","2"
"2011","[Norwegian Medical Association]","1"
"2011","[Sir Run Run Shaw Hospital]","1"
"2011","[Zimmer Biomet]","10"
"2011","[University of Brasilia]","2"
"2011","[Azidus Brasil]","3"
"2011","[Liverpool University Hospitals NHS Foundation Trust]","5"
"2011","[Abiomed Inc.]","1"
"2011","[National Guard Health Affairs]","5"
"2011","[The Canadian College of Naturopathic Medicine]","1"
"2011","[State University of New York - Upstate Medical University]","8"
"2011","[Kerecis Ltd.]","1"
"2011","[CSL Behring]","13"
"2011","[Rijnstate Hospital]","3"
"2011","[Corcym S.r.l]","1"
"2011","[Aspire Foundation]","1"
"2011","[Radiological Associates of Sacramento Medical Group Inc.]","1"
"2011","[Southern Medical University, China]","2"
"2011","[JW Pharmaceutical]","3"
"2011","[CHIR-Net]","1"
"2011","[Biotronik SE & Co. KG]","5"
"2011","[PhaseBio Pharmaceuticals Inc.]","2"
"2011","[Families To The Rescue]","1"
"2011","[Topica Pharmaceuticals]","1"
"2011","[Olmsted Medical Center]","1"
"2011","[South Orange County Endocrinology]","1"
"2011","[Akros Pharma Inc.]","2"
"2011","[IRCCS Policlinico S. Donato]","1"
"2011","[IWK Health Centre]","5"
"2011","[Fondazione Italiana Linfomi ONLUS]","2"
"2011","[Agendia]","2"
"2011","[Iakentro Fertility Centre]","1"
"2011","[Harlachinger Krebshilfe e.V.]","1"
"2012","[Centre Hospitalier Universitaire Vaudois]","12"
"2012","[Universidad Complutense de Madrid]","2"
"2012","[Massachusetts General Hospital]","166"
"2012","[Haukeland University Hospital]","13"
"2012","[BioTech Tools S.A.]","1"
"2012","[AstraZeneca]","109"
"2012","[Hadassah Medical Organization]","47"
"2012","[Guang'anmen Hospital of China Academy of Chinese Medical Sciences]","5"
"2012","[Hospital Authority, Hong Kong]","3"
"2012","[Aalborg University Hospital]","2"
"2012","[Institut Català d'Oncologia]","1"
"2012","[Sangamo Therapeutics]","1"
"2012","[MEI Pharma, Inc.]","1"
"2012","[TotipotentRX Cell Therapy Pvt. Ltd.]","1"
"2012","[Becton, Dickinson and Company]","3"
"2012","[Gonzalez-Heydrich, Joseph, M.D.]","1"
"2012","[Otsuka Pharmaceutical Co., Ltd.]","12"
"2012","[Etlik Zubeyde Hanım Women's Health Care, Training and Research Hospital]","1"
"2012","[Motus Therapeutics, Inc.]","2"
"2012","[Azienda Ospedaliero, Universitaria Pisana]","2"
"2012","[Swiss Paraplegic Centre Nottwil]","4"
"2012","[Assurex Health Inc.]","1"
"2012","[Pentax Medical]","1"
"2012","[Bandim Health Project]","3"
"2012","[General Hospital Sveti Duh]","1"
"2012","[Texas Cardiac Arrhythmia Research Foundation]","5"
"2012","[Talaris Therapeutics Inc.]","1"
"2012","[Spanish Society of Internal Medicine]","1"
"2012","[Tan Tock Seng Hospital]","2"
"2012","[Fresenius Medical Care Korea]","1"
"2012","[Staten Island University Hospital]","1"
"2012","[Fertility Biotech AG]","1"
"2012","[Protalix]","2"
"2012","[Shenyang Northern Hospital]","3"
"2012","[Genfit]","1"
"2012","[Logan College of Chiropractic]","1"
"2012","[Töölö Hospital]","1"
"2012","[Liver Institute of Virginia]","1"
"2012","[Adynxx, Inc.]","1"
"2012","[Cynosure, Inc.]","5"
"2012","[Euthymics BioScience, Inc.]","1"
"2012","[Celtaxsys, Inc.]","1"
"2013","[University of Kansas Medical Center]","21"
"2013","[Heidelberg Pharma AG]","2"
"2013","[University of Sao Paulo]","66"
"2013","[University of Florida]","69"
"2013","[Universidade Estadual de Londrina]","2"
"2013","[BTS International]","1"
"2013","[University Hospital, Akershus]","6"
"2013","[CTI BioPharma]","1"
"2013","[International Food Policy Research Institute]","2"
"2013","[Brown University]","11"
"2013","[Ultragenyx Pharmaceutical Inc]","6"
"2013","[Cellectar Biosciences, Inc.]","2"
"2013","[Zeria Pharmaceutical]","2"
"2013","[Centre Hospitalier Universitaire de Nīmes]","16"
"2013","[Medtronic Diabetes R&D Denmark]","3"
"2013","[Anemia Working Group Romania]","1"
"2013","[University of Lausanne]","6"
"2013","[University of Turku]","6"
"2013","[iOMEDICO AG]","1"
"2013","[University of Miami]","36"
"2013","[G&E Herbal Biotechnology Co., LTD]","2"
"2013","[Syneos Health]","1"
"2013","[Groupe Francophone des Myelodysplasies]","1"
"2013","[Severance Hospital]","7"
"2013","[Echosense Ltd.]","5"
"2013","[Okayama University]","3"
"2013","[Centre Hospitalier Universitaire de Saint Etienne]","6"
"2013","[NLT Spine]","1"
"2013","[Amicus Therapeutics]","1"
"2013","[LifeCell]","2"
"2013","[Aeras]","3"
"2013","[La-ser Europe Limited]","1"
"2013","[St. Hope Foundation]","1"
"2013","[Children's Healthcare of Atlanta]","2"
"2013","[Achaogen, Inc.]","2"
"2013","[Modum Bad]","2"
"2013","[ReGen Theranostics, Inc.]","1"
"2013","[Osakidetza]","1"
"2013","[University of Regensburg]","3"
"2013","[Facet Technologies]","2"
"2013","[Ligand Pharmaceuticals]","1"
"2013","[Ansun Biopharma, Inc.]","1"
"2013","[King Hamad University Hospital, Bahrain]","2"
"2013","[Ibaraki Children's Hospital]","1"
"2013","[Aerin Medical]","1"
"2013","[Care Team Solutions]","2"
"2013","[BioCryst Pharmaceuticals]","1"
"2019","[Xiamen Cardiovascular Hospital, Xiamen University]","3"
"2019","[Paragonix Technologies]","1"
"2019","[K-Group, Beta, Inc., a wholly owned subsidiary of Zentalis Pharmaceuticals, Inc]","1"
"2019","[SATT Ouest Valorisation]","1"
"2019","[Istanbul Sabahattin Zaim University]","1"
"2019","[Nanjing Jinling Hospital]","1"
"2020","[Shanghai Zhongshan Hospital]","64"
"2020","[University of Oslo]","28"
"2020","[Karolinska Institutet]","88"
"2020","[Abbott Medical Devices]","21"
"2020","[Chong Kun Dang Pharmaceutical]","36"
"2020","[Kasr El Aini Hospital]","31"
"2020","[SCARE (Study group for carbapenem resistance)]","3"
"2020","[Seoul National University]","3"
"2020","[Taipei Veterans General Hospital, Taiwan]","32"
"2020","[Psychiatric University Hospital, Zurich]","2"
"2020","[University of Minho]","7"
"2020","[Imago BioSciences,Inc.]","1"
"2020","[Woman's]","1"
"2020","[Nutricia Research]","1"
"2020","[University of Missouri, Kansas City]","3"
"2020","[Astex Pharmaceuticals, Inc.]","7"
"2020","[Centre for the Rehabilitation of the Paralysed, Bangladesh]","1"
"2020","[Lancashire Teaching Hospitals NHS Foundation Trust]","2"
"2020","[BJ Bioscience, Inc.]","1"
"2020","[Imbria Pharmaceuticals, Inc.]","1"
"2020","[Cyprus International University]","1"
"2020","[Universidad Francisco de Vitoria]","4"
"2020","[Instituto de Investigación Sanitaria Aragón]","6"
"2020","[Inner Group Inc.]","1"
"2020","[Nemours Children's Clinic]","7"
"2020","[Federal University of Pelotas]","4"
"2020","[NeoImmuneTech]","3"
"2020","[CareDx]","4"
"2020","[Egyptian Biomedical Research Network]","5"
"2020","[Jiangsu Aosaikang Pharmaceutical Co., Ltd.]","2"
"2020","[Luye Pharma Group Ltd.]","11"
"2020","[Direction des Soins de Santé de Base]","1"
"2020","[Leipzig Heart Institute GmbH]","4"
"2020","[Clinique Rive Gauche]","1"
"2020","[CytoSorbents, Inc]","1"
"2020","[Minneapolis Veterans Affairs Medical Center]","2"
"2020","[The S.N. Fyodorov Eye Microsurgery State Institution]","1"
"2020","[The Guthrie Clinic]","4"
"2020","[Afﬁliated Hospital of North Sichuan Medical College]","1"
"2020","[New England Retina Associates]","1"
"2020","[Clinvest Research, LLC]","1"
"2020","[Harpoon Therapeutics]","1"
"2020","[Evergreen Therapeutics, Inc.]","1"
"2020","[Madigan Army Medical Center]","3"
"2020","[Modis Therapeutics, Inc.]","1"
"2020","[Cardiovascular Center Frankfurt]","1"
"2020","[Grupo Cooperativo de Estudio y Tratamiento de las Leucemias Agudas y Mielodisplasias]","2"
"2020","[Hangzhou Broncus Medical Co., Ltd.]","1"
"2020","[University of the Punjab]","1"
"2020","[DongGuk University]","1"
"2021","[St. Louis University]","5"
"2021","[Centre Hospitalier Universitaire de la Réunion]","13"
"2021","[The University of Texas Health Science Center, Houston]","53"
"2021","[Orton Orthopaedic Hospital]","1"
"2021","[Hunter Holmes Mcguire Veteran Affairs Medical Center]","3"
"2021","[Laboratory of Movement, Condorcet, Tournai, Belgium]","1"
"2021","[Beijing Friendship Hospital]","22"
"2021","[Nationwide Children's Hospital]","19"
"2021","[Ionis Pharmaceuticals, Inc.]","13"
"2021","[King Abdullah International Medical Research Center]","5"
"2021","[Universidad Politecnica de Madrid]","3"
"2021","[Ascendis Pharma A/S]","4"
"2021","[Hospital Universitário Clementino Fraga Filho]","1"
"2021","[China National Center for Cardiovascular Diseases]","12"
"2021","[Metavention]","2"
"2021","[Chinese Medical Association]","4"
"2021","[Coherent Biopharma (Suzhou) Co., Ltd.]","2"
"2021","[State Budget Public Health Institution Scientific Research Institute - Ochapovsky Regional Clinical Hospital]","1"
"2021","[Utah State University]","5"
"2021","[University of Stirling]","1"
"2021","[Universidade do Estado do Pará]","1"
"2021","[Cairn Diagnostics]","1"
"2021","[NuVasive]","3"
"2021","[Cengiz Gokcek Women's and Children's Hospital]","2"
"2021","[Adrenas Therapeutics Inc]","2"
"2021","[Takis]","1"
"2021","[LIB Therapeutics LLC]","6"
"2021","[American College of Radiology]","1"
"2021","[K-Group, Beta, Inc., a wholly owned subsidiary of Zentalis Pharmaceuticals, Inc]","3"
"2021","[Visant Medical, Inc.]","1"
"2021","[Fitoplancton Marino, S.L.]","1"
"2021","[Bnai Zion Medical Center]","6"
"2021","[NextCure, Inc.]","1"
"2021","[Canadian Radiostereometric Analysis Network]","1"
"2021","[Vicore Pharma AB]","2"
"2021","[Federal State Budgetary Scientific Institution ""Federal Research Centre of Nutrition, Biotechnology]","1"
"2021","[Pyramid Biosciences]","3"
"2021","[Vancouver Island Health Authority]","2"
"2021","[Pharming Technologies B.V.]","1"
"2021","[Turkish Society of Cardiology]","1"
"2021","[Xiamen Cardiovascular Hospital, Xiamen University]","1"
"2021","[Centre for Evidence-Based Practice, Belgium]","1"
"2021","[Centro Medico Teknon]","2"
"2021","[Celldex Therapeutics]","2"
"2021","[Magneto Thrombectomy Solutions]","1"
"2021","[Hallura Ltd.]","1"
"2021","[Parkview Health]","1"
"2021","[Tilburg University]","3"
"2021","[Sobi, Inc.]","1"
"2021","[South West Sydney Local Health District]","1"
"2021","[Frequency Therapeutics]","1"
"2021","[Swiat Zdrowia]","1"
"2022","[Pfizer]","141"
"2022","[Rhythm Pharmaceuticals, Inc.]","2"
"2022","[University of Minnesota]","83"
"2022","[Assistance Publique - Hôpitaux de Paris]","251"
"2022","[Hvidovre University Hospital]","13"
"2022","[Health Science Center of Xi'an Jiaotong University]","3"
"2022","[Promomed, LLC]","4"
"2022","[University of Guelph]","10"
"2022","[Universidade Federal de Sao Carlos]","3"
"2022","[Groupe Kolmi Hopen]","1"
"2022","[European Hepatocellular Cancer Liver Transplant Group]","1"
"2022","[EVIVE Biotechnology]","1"
"2022","[Koç University]","8"
"2022","[Centre Regional de Coordination des Depistages des Cancer - Pays de la Loire]","1"
"2022","[Karaman Training and Research Hospital]","7"
"2022","[Verona Pharma plc]","1"
"2022","[Design Therapeutics]","2"
"2022","[Sechenov University]","1"
"2022","[Oxford VR]","1"
"2022","[University Hospital Bispebjerg and Frederiksberg]","9"
"2022","[Sedana Medical]","2"
"2022","[Unidade Local de Saúde de Matosinhos, EPE]","1"
"2022","[Virogenics, Inc.]","1"
"2022","[Gabi SmartCare]","1"
"2022","[Bahçeşehir University]","14"
"2022","[Otsuka Medical Devices Co., Ltd. Japan]","1"
"2022","[Federal Research Institute of Pediatric Hematology, Oncology and Immunology]","6"
"2022","[Valo Health, Inc.]","2"
"2022","[OnKure, Inc.]","1"
"2022","[Sanford Health]","2"
"2022","[St. Martin De Porress Hospital]","3"
"2022","[ACELYRIN Inc.]","4"
"2022","[Stryker Craniomaxillofacial]","1"
"2022","[Debiopharm International SA]","1"
"2022","[Université Libre de Bruxelles]","4"
"2022","[Western Sydney Local Health District]","4"
"2022","[Verve Therapeutics, Inc.]","1"
"2022","[Saint Thomas Hospital, Panama]","2"
"2022","[Nursing School of Lisbon]","1"
"2022","[Kilis 7 Aralik University]","2"
"2022","[RVAC Medicines (US), Inc.]","1"
"2022","[Syracuse University]","2"
"2022","[Kamari Pharma Ltd]","2"
"2022","[Florence Nightingale Hospital, Istanbul]","1"
"2022","[Alucent Biomedical]","3"
"2022","[Laboratoires FILLMED]","2"
"2022","[California State University, East Bay]","1"
"2022","[Aytu BioPharma, Inc.]","1"
"2022","[Alpha Republic GmbH]","1"
"2022","[University of Catanzaro]","2"
"2022","[Centre Hospitalier des Pays de Morlaix]","1"
"2022","[Clinic for Special Children]","1"
"2022","[Main Line Health]","1"
"2022","[Biocomposites Ltd]","1"
"2022","[Hvivo]","1"
"2022","[The Skin Center Dermatology Group]","1"
"2022","[Niguarda Hospital]","2"
"2022","[University of Western Sydney]","1"
"2022","[Griffin Hospital]","1"
"2022","[Russian Society of Colorectal Surgeons]","1"
"2022","[WakeMed Health and Hospitals]","1"
"2023","[Harran University]","3"
"2022","[Association pour la Formation l'Enseignement et la Recherche du Service de l'Accueil des Urgences]","1"
"2023","[Advantage Silver Dental Arrest, LLC]","1"
"2023","[Örebro University, Sweden]","4"
"2023","[Viome]","1"
"2023","[Cukurova University]","12"
"2023","[University of Connecticut]","4"
"2023","[Universitaet Innsbruck]","1"
"2023","[University of Vermont Medical Center]","4"
"2023","[OneChain Immunotherapeutics]","1"
"2023","[University of Oregon]","4"
"2023","[Dharmais National Cancer Center Hospital]","1"
"2023","[Clalit Health Services]","1"
"2023","[Hand Therapy Barcelona]","1"
"2023","[Michigan State University]","5"
"2023","[Research Institute of Influenza, Russia]","1"
"2023","[Australasian Gastro-Intestinal Trials Group]","1"
"2023","[UConn Health]","3"
"2023","[Hospital Clínico Universitario de Valladolid]","2"
"2023","[Gachon University Gil Medical Center]","1"
"2023","[Amydis Inc.]","1"
"2023","[Swiss Federal Institute of Technology]","4"
"2023","[UNC Lineberger Comprehensive Cancer Center]","13"
"2023","[Kontigo Care AB]","2"
"2023","[Edward Via Virginia College of Osteopathic Medicine]","1"
"2023","[Medicontur Medical Engineering Ltd]","2"
"2023","[Sciton]","2"
"2023","[Vigonvita Life Sciences]","1"
"2023","[Herlev and Gentofte Hospital]","2"
"2023","[Tung Wah College]","2"
"2023","[University of Genova]","1"
"2023","[Trefoil Therapeutics, Inc.]","1"
"2023","[Nadezhda Women's Health Hospital]","2"
"2023","[Vincere Cancer Center]","1"
"2023","[Centro de Hematología y Medicina Interna]","1"
"2023","[Debre Berhan University]","1"
"2023","[King Faisal Hospital Rwanda]","1"
"2023","[University College Hospital Galway]","2"
"2023","[Benobio Co., Ltd.]","1"
"2023","[Oregon Social Learning Center]","2"
"2023","[Research Foundation for Mental Hygiene, Inc.]","2"
"2023","[RHEACELL GmbH & Co. KG]","1"
"2023","[dōTERRA International]","1"
"2023","[Al-Kindy College of Medicine]","1"
"2023","[Genor Biopharma Co., Ltd.]","1"
"2023","[Dongguan Hospital of Traditional Chinese Medicine]","1"
"2020","[Can-Fite BioPharma]","1"
"2020","[Dr. Himanshu Bansal Foundation]","1"
"2020","[Obafemi Awolowo University]","4"
"2020","[Hebrew University of Jerusalem]","6"
"2020","[Alex Ekwueme Federal University Teaching Hospital]","4"
"2020","[Princess Nourah Bint Abdulrahman University]","4"
"2020","[Region Östergötland]","5"
"2020","[Cardio Med Medical Center]","2"
"2020","[University Medical Center Goettingen]","2"
"2020","[Soniphi LLC]","1"
"2020","[Fontem Ventures BV]","2"
"2020","[Suleyman Demirel University]","5"
"2020","[Clinique Paris-Bercy]","1"
"2020","[MetVital, Inc.]","1"
"2020","[Fuwai Yunnan Cardiovascular Hospital]","3"
"2020","[Royal Perth Hospital]","3"
"2020","[ROM Technologies, INC]","1"
"2020","[National Institute for Tuberculosis and Lung Diseases, Poland]","1"
"2020","[Cofactor Genomics, Inc.]","1"
"2020","[Moorfields Eye Hospital NHS Foundation Trust]","1"
"2020","[Outset Medical]","1"
"2020","[Charles Drew University of Medicine and Science]","6"
"2020","[IVI Vigo]","3"
"2020","[Centre des Sciences du Goût et de l'Alimentation]","1"
"2020","[Alaxia SAS]","1"
"2020","[Khondrion BV]","1"
"2020","[Ocuphire Pharma, Inc.]","3"
"2020","[National Research Institute of Chinese Medicine, Ministry of Health and Welfare]","1"
"2020","[Jupiter Orphan Therapeutics Inc.]","1"
"2020","[BioVie Inc.]","1"
"2020","[Ambrx, Inc.]","1"
"2020","[Relmada Therapeutics, Inc.]","1"
"2021","[Menoufia University]","18"
"2021","[Istanbul Medipol University Hospital]","29"
"2021","[University Hospital, Geneva]","32"
"2021","[University of Edinburgh]","13"
"2021","[Go Medical Industries Pty Ltd]","1"
"2021","[Laval University]","20"
"2021","[Myovant Sciences GmbH]","3"
"2021","[Hospital San Carlos, Madrid]","8"
"2021","[Vilniaus Implantologijos Centro (VIC) Klinika]","1"
"2021","[Somogy Megyei Kaposi Mór Teaching Hospital]","1"
"2021","[Centre Hospitalier Departemental Vendee]","10"
"2021","[International Psychoanalytic University Berlin]","1"
"2021","[Department of Public Health, Denmark]","1"
"2021","[Sadat City University]","9"
"2021","[Catholic Relief Services]","2"
"2021","[Southeast University, China]","10"
"2021","[Fundación Universitaria de Ciencias de la Salud]","2"
"2021","[Medical Valley Digital Health Application Center GmbH]","2"
"2021","[Lutris Pharma Ltd.]","1"
"2021","[Bilge Hospital]","1"
"2021","[International Peace Maternity and Child Health Hospital]","1"
"2021","[First Affiliated Hospital of Chongqing Medical University]","4"
"2021","[Guangzhou University of Traditional Chinese Medicine]","6"
"2021","[Menicon Co., Ltd.]","3"
"2021","[Mach-E B.V.]","2"
"2021","[Gossamer Bio Inc.]","1"
"2021","[SK Chemicals Co., Ltd.]","1"
"2021","[Connecticut Children's Medical Center]","2"
"2021","[Palacky University]","3"
"2021","[North Carolina State University]","3"
"2021","[Silk Road Medical]","1"
"2021","[University of Witwatersrand, South Africa]","5"
"2021","[Cancer Research UK]","2"
"2021","[Vinmec Research Institute of Stem Cell and Gene Technology]","1"
"2021","[An-Najah National University]","2"
"2021","[TruDiagnostic]","5"
"2021","[Northern Illinois University]","1"
"2021","[Tabula Rasa HealthCare]","4"
"2021","[Acerus Pharmaceuticals Corporation]","1"
"2021","[Centro Universitário de Anapolis]","1"
"2021","[Groupement Hospitalier Intercommunal du Vexin]","1"
"2021","[Kezar Life Sciences, Inc.]","1"
"2021","[Apeiron Biologics]","1"
"2021","[Directed Systems Limited]","1"
"2021","[Hospital Universiti Sains Malaysia]","1"
"2021","[The Allergy and Asthma Institute, Pakistan]","1"
"2021","[MimiVax, LLC]","1"
"2022","[Wake Forest University Health Sciences]","76"
"2022","[Vivostat]","1"
"2022","[Sykehuset Innlandet HF]","5"
"2022","[Henan Cancer Hospital]","45"
"2022","[Aristotle University Of Thessaloniki]","26"
"2022","[Mansoura University]","106"
"2022","[Université Paris-Sud]","2"
"2022","[Direction Centrale du Service de Santé des Armées]","11"
"2022","[Medtronic Vascular]","1"
"2022","[Federal State Public Scientific Institution, Scientific Center for Family Health and Human Reproduction Problems]","1"
"2022","[Daiichi Sankyo, Inc.]","16"
"2022","[San Luigi Gonzaga Hospital]","1"
"2022","[Józef Piłsudski University of Physical Education]","4"
"2022","[Shanghai Kechow Pharma, Inc.]","4"
"2022","[Nordic Lymphoma Group]","1"
"2022","[University of Malaya]","12"
"2022","[University Hospital of Patras]","5"
"2022","[Hospital Universitario La Paz]","3"
"2022","[Antalya IVF]","1"
"2022","[Centre Hospitalier de Troyes]","1"
"2022","[Makerere University]","10"
"2022","[Fadoi Foundation, Italy]","5"
"2022","[Claude Bernard University]","7"
"2022","[Stony Brook University]","17"
"2022","[Federal University of Rio Grande do Sul]","6"
"2022","[Shanghai Ming Ju Biotechnology Co., Ltd.]","1"
"2022","[Human Stem Cell Institute, Russia]","1"
"2022","[Munzur University]","3"
"2022","[Clinica las Condes, Chile]","1"
"2022","[Dermatology Consulting Services, PLLC]","1"
"2022","[INNOPRICK SL]","1"
"2022","[IO Biotech]","1"
"2022","[Oregon Medical Research Center]","1"
"2022","[Zodiac Produtos Farmaceuticos S.A.]","1"
"2022","[Institut Mutualiste Montsouris]","1"
"2022","[Poznan University of Life Sciences]","2"
"2022","[Spinal Singularity]","1"
"2022","[International Islamic University, Islamabad]","2"
"2022","[AHS Cancer Control Alberta]","12"
"2022","[Hangzhou Zede Pharma-Tech Co., Ltd.]","1"
"2022","[Shenzhen Core Medical Technology CO.,LTD.]","1"
"2022","[ArriVent BioPharma, Inc.]","2"
"2022","[Medikine, Inc.]","1"
"2022","[GLSMED Learning Health S.A.]","1"
"2022","[Kubota Vision Inc.]","1"
"2022","[Imcyse SA]","1"
"2022","[VisionCare, Inc.]","1"
"2022","[Centre Francois Baclesse, Luxembourg]","1"
"2022","[PECA Labs]","1"
"2022","[TCR2 Therapeutics]","1"
"2022","[Duke Kunshan University]","1"
"2022","[Muhimbili University of Health and Allied Sciences]","1"
"2022","[medac GmbH]","1"
"2022","[Stryker Neurovascular]","1"
"2022","[International Maternal Pediatric Adolescent AIDS Clinical Trials Group]","1"
"2022","[IFOM ETS - The AIRC Institute of Molecular Oncology]","1"
"2022","[Diametros Medical srl]","1"
"2022","[Adanate, Inc]","1"
"2022","[Institut za Rehabilitaciju Sokobanjska Beograd]","1"
"2022","[Samus Therapeutics, Inc.]","1"
"2022","[Melinta Therapeutics, Inc.]","1"
"2022","[Kim's Eye Hospital]","2"
"2023","[Indonesia University]","17"
"2023","[Skane University Hospital]","1"
"2022","[GeneCast Biotechnology Co., Ltd.]","1"
"2023","[Capital Medical University]","12"
"2023","[Elizabeth Glaser Pediatric AIDS Foundation]","1"
"2023","[Sichuan University]","3"
"2023","[St. Petersburg State Pavlov Medical University]","3"
"2023","[Cellenkos, Inc.]","1"
"2023","[Omni C&S]","1"
"2023","[Fondazione Policlinico Universitario Agostino Gemelli IRCCS]","200"
"2023","[Population Health Research Institute]","3"
"2023","[Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran]","5"
"2023","[VA Eastern Colorado Health Care System]","1"
"2023","[Guangxi Medical University]","1"
"2023","[University of Basel]","5"
"2023","[Chiesi Farmaceutici S.p.A.]","2"
"2023","[Ben-Gurion University of the Negev]","1"
"2023","[Centre of Clinical Pharmacology, Hanoi Medical University]","2"
"2023","[Aydin Maternity and Child Health Hospital]","1"
"2023","[Hangzhou Hanx Biopharmaceuticals, Ltd.]","2"
"2023","[Asociación para Evitar la Ceguera en México]","2"
"2023","[Arturo Jauretche National University]","1"
"2023","[Singapore General Hospital]","4"
"2023","[Yes Skin Medical Group]","1"
"2023","[Ultra Sports Science Foundation]","1"
"2023","[Des Moines University]","1"
"2023","[GenEros Biopharma Ltd]","1"
"2023","[Parma University Hospital]","1"
"2023","[University of the Balearic Islands]","2"
"2023","[Apellis Pharmaceuticals, Inc.]","1"
"2023","[Centre Hospitalier de Bethune]","1"
"2023","[Hospitales Nisa]","1"
"2023","[Nencki Institute of Experimental Biology of the Polish Academy of Sciences]","1"
"2023","[4D pharma plc]","1"
"2023","[Parnassia Addiction Research Centre]","1"
"2023","[Health Education Research Foundation (HERF)]","1"
"2014","[Gustave Roussy, Cancer Campus, Grand Paris]","15"
"2014","[Umeå University]","8"
"2014","[Bardy Diagnostics, Inc.]","3"
"2014","[Henry Ford Health System]","8"
"2014","[Women's College Hospital]","7"
"2014","[Guangzhou Psychiatric Hospital]","1"
"2014","[Fundacion para la Investigacion Biomedica del Hospital Universitario Principe de Asturias]","2"
"2014","[Stryker Trauma GmbH]","3"
"2014","[Sorbent Therapeutics]","1"
"2014","[Rempex Pharmaceuticals (a wholly owned subsidiary of The Medicines Company)]","1"
"2014","[Fundación para la Investigación del Hospital Clínico de Valencia]","2"
"2014","[University of Santiago de Compostela]","6"
"2014","[Philip Morris Products S.A.]","1"
"2014","[Ningbo Beilun District Traditional Chinese Medicine Hospital]","1"
"2014","[Hellenic Cooperative Oncology Group]","1"
"2014","[Taro Pharmaceuticals USA]","1"
"2014","[Lundbeck Canada Inc.]","1"
"2014","[Goethe University]","4"
"2014","[Osprey Medical, Inc]","1"
"2014","[Allegheny Singer Research Institute (also known as Allegheny Health Network Research Institute)]","1"
"2014","[Guangzhou Women and Children's Medical Center]","6"
"2014","[Seikagaku Corporation]","1"
"2014","[Tianjin Medical University]","1"
"2014","[Exela Pharma Sciences, LLC.]","1"
"2014","[Sihuan Pharmaceutical Holdings Group Ltd.]","2"
"2014","[Tissue Genesis]","1"
"2014","[22EON]","1"
"2014","[Contamac Ltd]","2"
"2014","[Gem Pharmaceuticals]","1"
"2014","[Azienda Ospedaliera Sant'Anna]","1"
"2014","[Allena Pharmaceuticals]","1"
"2014","[Ospedale Santa Croce-Carle Cuneo]","1"
"2014","[CTC Bio, Inc.]","1"
"2014","[Nativis, Inc.]","1"
"2014","[Tillotts Pharma AG]","3"
"2014","[Mindchild Medical Inc.]","1"
"2014","[International Extranodal Lymphoma Study Group (IELSG)]","1"
"2015","[Roswell Park Cancer Institute]","11"
"2015","[University of Kansas Medical Center]","25"
"2015","[Endomagnetics Ltd.]","1"
"2015","[University of Rochester]","20"
"2015","[Menzies School of Health Research]","5"
"2015","[Southern Illinois University]","3"
"2015","[The Alfred]","1"
"2015","[ONIRIS]","1"
"2015","[Maxima Medical Center]","1"
"2015","[Duquesne University]","3"
"2015","[Shockwave Medical, Inc.]","1"
"2015","[Colgate Palmolive]","3"
"2015","[Gerium Medical]","2"
"2015","[Zhongda Hospital]","3"
"2015","[King Hamad University Hospital, Bahrain]","1"
"2015","[Ospedale Regionale di Lugano]","1"
"2015","[Kemin Foods LC]","2"
"2015","[Tatyasaheb Kore Dental College]","2"
"2015","[Translational Research Center for Medical Innovation, Kobe, Hyogo, Japan]","6"
"2015","[Soligenix]","1"
"2015","[Tolmar Inc.]","1"
"2015","[Blue Earth Diagnostics]","2"
"2015","[Lund University Hospital]","2"
"2015","[Medical University of Bialystok]","1"
"2015","[Janssen-Cilag International NV]","4"
"2015","[Contego Medical, Inc.]","1"
"2015","[Klein, Jeffrey A., M.D.]","1"
"2015","[HeartFlow, Inc.]","1"
"2015","[Swiss Hemophilia Network]","1"
"2015","[Osakidetza]","1"
"2015","[Shandong Provincial Institute of Dermatology and Venereology]","1"
"2015","[Laboratoire de la Mer]","1"
"2015","[Beijing Minhai Biotechnology Co., Ltd]","1"
"2015","[Arrevus Inc.]","2"
"2015","[Shanghai University of Traditional Chinese Medicine]","6"
"2015","[Clearside Biomedical, Inc.]","1"
"2015","[Azienda USL Ferrara]","1"
