"source","count"
"[Facet Biotech]","21"
"[Point Therapeutics]","6"
"[Organon and Co]","481"
"[Hillerod Hospital, Denmark]","29"
"[Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA)]","398"
"[Barts & The London NHS Trust]","119"
"[Aarhus University Hospital Skejby]","76"
"[Hematology Oncology Consultants]","1"
"[MEDEX]","1"
"[Phoenix Children's Hospital]","33"
"[Poitiers University Hospital]","246"
"[EP MedSystems]","1"
"[Aegera Therapeutics]","9"
"[Chinese Academy of Sciences]","58"
"[University of Trieste]","22"
"[Sint Maartenskliniek]","18"
"[ACU Medical Technologies Ltd]","1"
"[Sociedad Andaluza de Enfermedades Infecciosas]","5"
"[Robert C. Atkins Foundation]","1"
"[PiLeJe]","9"
"[Stryker Trauma GmbH]","36"
"[Austrian South Oncology Group]","1"
"[Sepsicure]","1"
"[Zimmer Biomet]","262"
"[Seraffix]","2"
"[Cirujanos la Serena]","10"
"[Spectranetics Corporation]","18"
"[Li, Xiu-Min, M.D.]","1"
"[William Jennings Bryan Dorn VA Medical Center]","1"
"[SonoCine, Inc.]","1"
"[National Institute on Media and the Family]","1"
"[Integra LifeSciences Services]","9"
"[Tennessee Orthopedic Alliance]","1"
"[ENTrigue Surgical, Inc.]","4"
"[Apheresis Research Institute]","1"
"[Tenaxis Medical, Inc.]","3"
"[Sequenom, Inc.]","20"
"[Solace Pharmaceuticals]","1"
"[Ospedale di Circolo - Fondazione Macchi]","14"
"[Hospital Universitario Reina Sofia de Cordoba]","14"
"[The Chicago Lighthouse]","1"
"[Jewish Hospital, Cincinnati, Ohio]","4"
"[Biotech Pharmaceutical Co., Ltd.]","17"
"[Desert Orthopedic Center Medical Research Foundation]","1"
"[Freie Universität Berlin]","11"
"[Etwal Ltd.]","1"
"[Belfast Health and Social Care Trust]","40"
"[Thai Gynecologic Oncology Collaborative Group]","1"
"[Lundbeck Foundation]","2"
"[Hamad Medical Corporation]","102"
"[Queens College, The City University of New York]","9"
"[Farzan Institute]","1"
"[Universidade Gama Filho]","10"
"[MabVax Therapeutics, Inc.]","1"
"[Kennedy Medical Group]","1"
"[Universidad Autonoma de Ciudad Juarez]","4"
"[Fagien, Steven, M.D., PA]","1"
"[Medtronic Latin America]","1"
"[Spital STS AG]","1"
"[Vaxil Therapeutics Ltd.]","1"
"[Arstasis, Inc.]","2"
"[Crolll Gmbh]","1"
"[Norwegian Medical Association]","1"
"[Centro Universitari Fieo]","1"
"[Professor Fernando Figueira Integral Medicine Institute]","23"
"[Beijing Children's Hospital]","44"
"[VA Ann Arbor Healthcare System]","8"
"[University Hospitals of Derby and Burton NHS Foundation Trust]","24"
"[Respirio Pty Ltd]","1"
"[Catalyst Biosciences]","8"
"[Kartal Kosuyolu Yuksek Ihtisas Education and Research Hospital]","18"
"[Hospital San Bartolome]","1"
"[Lebanese University]","8"
"[BC Women's Hospital & Health Centre]","9"
"[Medical Diagnostic Laboratories, LLC]","1"
"[General Hospital Groeninge]","15"
"[Villa Garda Hospital]","3"
"[Sichuan Cancer Hospital and Research Institute]","47"
"[Institute For Advanced Reconstruction]","1"
"[Calosyn Pharma, Inc.]","1"
"[National Institute of Medical Sciences and Nutrition, Salvador Zubiran]","11"
"[Venus MedTech (HangZhou) Inc.]","4"
"[Institut für Klinische Krebsforschung IKF GmbH at Krankenhaus Nordwest]","44"
"[Universidad Nacional de Educación a Distancia]","12"
"[JDP Therapeutics, Inc.]","4"
"[Charlotte Sports Medicine Institute, PA]","1"
"[Fundacion Rioja Salud]","2"
"[MedSIR]","37"
"[Michigan Reproductive Medicine]","1"
"[IHF GmbH - Institut für Herzinfarktforschung]","12"
"[InterValve, Inc.]","2"
"[Hospital Central Sur de Alta Especialidad]","1"
"[Cereneo AG]","6"
"[HedgePath Pharmaceuticals, Inc.]","1"
"[bioAffinity Technologies Inc.]","3"
"[OBS Medical Ltd]","1"
"[Enzychem Lifesciences Corporation]","7"
"[Flowmed]","1"
"[3NT Medical Ltd.]","1"
"[Phoenix Cardiac Devices, Inc.]","1"
"[Monaldi Hospital]","7"
"[Retina-Vitreous Associates Medical Group]","1"
"[National Research Center for Rehabilitation Technical Aids]","4"
"[Millennium Magnetic Technologies, LLC]","1"
"[Centre Hospitalier du Rouvray]","3"
"[Berufsgenossenschaftliche Unfallklinik Ludwigshafen]","2"
"[Taizhou Fourth People's Hospital]","1"
"[Tomorrowlabs GmbH]","1"
"[Fairfield Medical Center]","1"
"[Sociedade Brasileira de Atendimento Integrado ao Trauma]","1"
"[Metamason]","1"
"[Surgimab]","2"
"[Next Biomedical Co., Ltd.]","4"
"[HAN University of Applied Sciences]","3"
"[Minerva Neurosciences]","4"
"[University Childrens' Hospital (Zentrum für Kinderheilkunde des Universitätsklinikum Bonn)]","2"
"[Hartford HealthCare]","1"
"[Komazawa University]","1"
"[Brain Injury Center BOMI, Roskilde, Denmark]","1"
"[Romanian Society of Anesthesia and Intensive Care]","5"
"[Laboratoire Interuniversitaire de Biologie de la Motricité]","2"
"[HealthRhythms, Inc.]","1"
"[ElTyeb, Sara Amir Hassan, M.D.]","1"
"[Cinnagen]","18"
"[Alborz Medical University]","2"
"[White Clover Research Foundation]","1"
"[Biotronik CRC Inc.]","2"
"[Guangzhou Cellprotek Pharmaceutical Co., Ltd.]","1"
"[Reengineering Healthcare Inc.]","1"
"[Deutsche Gesellschaft für Angiologie, Gesellschaft für Gefäßmedizin e.V.]","1"
"[Gaziler Physical Medicine and Rehabilitation Education and Research Hospital]","39"
"[Nervive, Inc.]","2"
"[Walden, Jennifer L., M.D.,P.L.L.C.]","1"
"[SC Aromaarmony SRL]","1"
"[Medicina Perinatal Alta Especialidad, México]","1"
"[Memorial Ankara Hospital]","1"
"[Olix Pharmaceuticals, Inc.]","3"
"[Pädagogische Hochschule Heidelberg]","1"
"[Shanghai Dermatology Hospital]","9"
"[Institute of Dental Science and Technologies]","1"
"[Juvora Ltd.]","1"
"[Education University of Hong Kong]","13"
"[NatureWise Biotech & Medicals Corporation]","2"
"[Association Pro-arte]","4"
"[ChroniSense Medical Ltd.]","4"
"[FemPulse Corporation]","3"
"[Natural Resources Institute Finland]","1"
"[Zhejiang Teruisi Pharmaceutical Inc.]","4"
"[Reade Rheumatology Research Institute]","4"
"[Kliniek ViaSana]","2"
"[11 Heath and Technologies Limited]","1"
"[Sociedad Española de Medicica de Emergencias]","1"
"[Emalex Biosciences Inc.]","9"
"[Neodent]","6"
"[Universidad de Especialidades Espiritu Santo]","1"
"[National Institute of Children's Diseases, Slovakia]","1"
"[Centre Hospitalier de Perigueux]","1"
"[Span Health]","1"
"[Cadent Therapeutics]","2"
"[Universidad Santo Tomas, Chile]","1"
"[Sarawak Heart Centre]","2"
"[ScandiBio Therapeutics AB]","2"
"[Valent Technologies, LLC]","1"
"[Bangladesh Medical Research Council (BMRC)]","3"
"[Bioaraba Health Research Institute]","7"
"[Novomics. Co., Ltd.]","2"
"[Hospital Regional de Alta Especialidad de Zumpango]","1"
"[Culicchia Neurological Clinic]","1"
"[United Biomedical Inc., Asia]","4"
"[DiaCarta, Inc.]","1"
"[Pulmonary Research Institute of Southeast Michigan]","2"
"[RD Global Araştirma Geliştirme Sağlik Ilaç Inşaat Yatirimlari A.Ş.]","1"
"[GH Research Ireland Limited]","7"
"[Deraya University]","11"
"[Komar University of Science and Technology]","2"
"[InfanDx AG]","2"
"[4YouandMe]","4"
"[Instituto de Saude Publica da Universidade do Porto]","5"
"[Life Meter srl]","1"
"[Cardiovascular Research Institute Dublin]","1"
"[Praxis Precision Medicines]","9"
"[UR Anoop Research Group]","1"
"[Herz- und Gefaesszentrum Bad Bevensen]","1"
"[AbSolutions Med Inc.]","2"
"[Eye Associates of South Texas]","1"
"[Oxford Vacmedix UK Ltd.]","1"
"[TORL Biotherapeutics, LLC]","3"
"[Dr. Reddy's Laboratories SAS]","1"
"[AZ Sint-Lucas Gent]","1"
"[Saie Beauty]","1"
"[Astoria Pain Management]","1"
"[CoreAalst BV]","4"
"[Antenna Foundation]","1"
"[Oncorena AB]","1"
"[Luxurgery]","1"
"[Western Institute for Veterans Research]","2"
"[A & U Tibbia College Karol Bagh]","1"
"[Shamir Optical Industry Ltd]","1"
"[University of Mosul]","1"
"[SPARK Biopharma]","2"
"[Albert Saglik Hizmetleri ve Ticaret A.S.]","1"
"[Anbogen Therapeutics, Inc.]","1"
"[Department of Endocrinology, Centre of Postgraduate Medical Education]","1"
"[Bahawal Victoria Hospital Bahawalpur]","1"
"[Saffron Pharma]","1"
"[Blue Halo Biomedical, LLC]","1"
"[Shoklo Malaria Research Unit]","1"
"[AltaMed Health Services Corporation]","1"
"[Horselvarden Region Ostergotland]","1"
"[Masonic Cancer Center, University of Minnesota]","254"
"[Florida International University]","64"
"[Endovasc]","1"
"[St George Hospital, Australia]","11"
"[Soroka University Medical Center]","152"
"[Toronto Rehabilitation Institute]","38"
"[Orion Corporation, Orion Pharma]","91"
"[University Hospital, Bonn]","126"
"[MetroHealth Medical Center]","87"
"[Tripler Army Medical Center]","10"
"[Medical Center Alkmaar]","20"
"[Institute for Interdisciplinary Infectiology]","1"
"[Herzog Hospital]","25"
"[SOLX, Inc.]","3"
"[Centre Henri Becquerel]","40"
"[Harvest Technologies]","6"
"[Children´s Clinic, Randers]","2"
"[University of Georgia]","53"
"[Midwest Heart Foundation]","2"
"[University Children's Hospital Basel]","20"
"[National Cancer Institute, Milan]","1"
"[Great Lakes Research Into Practice Network]","2"
"[pSiVida Limited]","1"
"[Protein Sciences Corporation]","12"
"[Hospira, now a wholly owned subsidiary of Pfizer]","28"
"[American Institutes for Research]","2"
"[Sitaram Bhartia Institute of Science and Research]","4"
"[Notal Vision Inc.]","33"
"[Cytori Therapeutics]","17"
"[Southern Italy Cooperative Oncology Group]","1"
"[Region Örebro County]","99"
"[Phage Pharmaceuticals, Inc.]","2"
"[Nihon University]","13"
"[Sykehuset i Vestfold HF]","20"
"[Rockwell Medical Technologies, Inc.]","16"
"[Aesculap AG]","81"
"[NDO Surgical, Inc.]","5"
"[Institut Catala de Salut]","2"
"[EarLens Corporation]","2"
"[Coria Laboratories, Ltd.]","7"
"[Verto LTD]","1"
"[Sao Jose do Rio Preto Medical School]","10"
"[Centre National de la Recherche Scientifique et Technologique]","1"
"[Alta Bates Summit Medical Center]","2"
"[Japan Science and Technology Agency]","2"
"[Thammasat University]","54"
"[Club rTMS et Psychiatrie]","1"
"[Universidade Cidade de Sao Paulo]","46"
"[Linkoeping University]","151"
"[American Association of Homes and Services for the Aging]","2"
"[Zodiac Produtos Farmaceuticos S.A.]","4"
"[Arete Therapeutics]","1"
"[BioPro Medical Ltd]","1"
"[GuangZhou WeiShiBo Biotechnology Co., ltd]","3"
"[Pinnacle Health Cardiovascular Institute]","2"
"[Universidad Nacional de Rosario]","7"
"[Dong-A ST Co., Ltd.]","114"
"[Taiwan THL Co.LTd.]","1"
"[Fundacion IMIM]","8"
"[AnaMar AB]","3"
"[Hotel Dieu de France Hospital]","5"
"[Felizarta, Franco, M.D.]","1"
"[Centers for Disease Control and Prevention, China]","24"
"[Otonomy, Inc.]","21"
"[Gottfried Wilhelm Leibniz Universität Hannover]","2"
"[Laboratório Teuto Brasileiro S/A]","4"
"[National University of Singapore]","141"
"[Consorci Hospitalari de Vic]","8"
"[Mustafa Kemal University]","34"
"[Sunovion Respiratory Development Inc.]","8"
"[Sharp HealthCare]","36"
"[Modus Therapeutics AB]","3"
"[Medtronic Atrial Fibrillation Solutions]","1"
"[Universidade Federal Fluminense]","50"
"[Diagnostic Photonics, Inc.]","3"
"[Agence de Médecine Préventive, France]","2"
"[Bait Balev Hospital]","7"
"[Institute of Hematology & Blood Diseases Hospital]","117"
"[Cathay General Hospital]","19"
"[University of Nebraska Lincoln]","19"
"[Julius Center]","1"
"[Consorci d'Atenció Primària de Salut de l'Eixample]","4"
"[Prothena Biosciences Ltd.]","7"
"[Elisha Hospital]","1"
"[Aravive, Inc.]","10"
"[Rankin, R. Stephen, M.D.]","1"
"[Lotus Tissue Repair, Inc.]","1"
"[IHU Strasbourg]","39"
"[New Taipei City Hospital]","1"
"[No. 150 Central Hospital of the Chinese People Liberation Army]","1"
"[NuSmile, Ltd.]","1"
"[Neurogen Brain and Spine Institute]","14"
"[Orbix Medical Ltd.]","2"
"[China Three Gorges University, Yichang, China]","9"
"[Pontificia Universidade Católica do Rio Grande do Sul]","19"
"[Medical Imaging Informatics Research Centre at McMaster]","1"
"[Symbiomix Therapeutics]","3"
"[Shanghai Pharmaceuticals Holding Co., Ltd]","22"
"[THIM - die internationale Hochschule für Physiotherapie]","2"
"[Knight, Richard, M.D.]","1"
"[EMBA Medical, Inc.]","1"
"[Canadian Malnutrition Task Force]","1"
"[Transparency Life Sciences]","1"
"[Asociación de Oncología Médica del Hospital de Cruces]","1"
"[Uro Medical Corporation]","4"
"[Heart Metabolics Limited]","2"
"[George Papanicolaou Hospital]","11"
"[Medias Klinikum for Surgical Oncology]","1"
"[TripleMed B.V.]","3"
"[Menarini International Operations Luxembourg SA]","7"
"[Experiad LLC]","2"
"[Fonds de Dotation pour la Recherche Clinique en Orthopédie et Pathologie du Sport]","1"
"[Electrical Geodesics, Inc.]","2"
"[Vascular Therapies, Inc.]","2"
"[Instituto de Cardiología y Medicina Vascular Hospital Zambrano-Hellion Tec Salud]","3"
"[Lasarettet i Enköping]","1"
"[Lead Chemical Co., Ltd.]","1"
"[Huadong Hospital]","1"
"[Alfred Rusescu Institute for Mother and Child Care]","1"
"[Neuromod Devices Ltd.]","3"
"[Klinik Arlesheim]","3"
"[First Affiliated Hospital of Fujian Medical University]","51"
"[Mödling Hospital]","1"
"[Avedis Donabedian Research Institute]","1"
"[Verifomics LLC]","1"
"[Womack Army Medical Center]","7"
"[Cedar, United Kingdom]","1"
"[CellSeed Inc.]","2"
"[Insulet Corporation]","10"
"[PolyNovo Biomaterials Pty Ltd.]","3"
"[OcuTerra Therapeutics, Inc.]","3"
"[Central Washington University]","2"
"[University of Bamenda]","1"
"[Binx Health Limited]","1"
"[Guangzhou Bioseal Biotechnology Co., Ltd.]","1"
"[Physeon GmbH]","2"
"[Tabriz University of Medical Sciences]","12"
"[PMD Solutions]","4"
"[Klarić, Vlasta, M.D.]","1"
"[Regenacy Pharmaceuticals LLC]","1"
"[Focus Community Mental Health Team]","1"
"[Fichte, Endl & Elmer Eyecare]","1"
"[Kansas City Center for Anxiety Treatment, P.A.]","1"
"[ZSX Medical LLC]","3"
"[Nevakar, Inc.]","5"
"[BioSerenity]","10"
"[Delta Health Alliance]","1"
"[Ahon Pharmaceutical Co., Ltd.]","5"
"[FzioMed]","1"
"[Cardiovascular Innovation and Research Institute]","1"
"[Shanghai Biomabs Pharmaceutical Co., Ltd.]","4"
"[Karabuk University]","22"
"[Nuvo-Group, Ltd.]","2"
"[EpiAxis Therapeutics]","1"
"[Fisioterapia Pélvica Avanzada Madrid, SRL]","1"
"[Laboratoire Dielen]","1"
"[Alaska Native Tribal Health Consortium]","2"
"[St. Helena Hospital Coon Joint Replacement Institute]","4"
"[Association of Oncological Hematologists]","1"
"[Ospedale Monsignor R. Dimiccoli, Barletta]","1"
"[Pontificia Universidad Catolica de Valparaiso]","3"
"[2A Pharma AB]","1"
"[Neo Medical SA]","1"
"[CyMedica Orthopedics, Inc]","3"
"[Seattle Gummy Company]","2"
"[Winston Salem State University]","1"
"[Recordati Rare Diseases]","4"
"[Guangzhou Shijing Medical Software]","2"
"[Mateo-Sánez, Henry A.]","1"
"[Zhaxin Hospital of Integrated Traditional Chinese and Western Medicine, Shanghai]","1"
"[Incara Lab]","1"
"[Hospital Regional de Alta especialidad de Ixtapaluca]","2"
"[Laboratorios LITAPHAR, S.L.]","1"
"[Tayu Huaxia Biotech Medical Group Co., Ltd.]","1"
"[Byteflies]","2"
"[Durban University of Technology]","1"
"[Sagent Pharmaceuticals Inc.]","1"
"[Conmed Pharmaceutical & Bio-Medical Corporation]","1"
"[S.Biomedics Co., Ltd.]","3"
"[Gadeta B.V.]","1"
"[GEn1E Lifesciences]","2"
"[SBI ALApharma Canada, Inc.]","1"
"[University Hospital of Girona Dr.Josep Trueta]","1"
"[The Green Light Study Center]","2"
"[Novome Biotechnologies Inc]","1"
"[Betaliq, Inc.]","1"
"[Klinikum Esslingen]","1"
"[Arlington Research Center]","1"
"[Metabolic Research Unit]","1"
"[Raincy Montfermeil Hospital Group]","8"
"[Kures, Inc.]","1"
"[Corregene Biotechnology Co., Ltd]","1"
"[National Autonomous University of Nicaragua]","2"
"[Ningbo Medical Center Lihuili Hospital]","1"
"[Universiti Malaysia Sabah]","3"
"[Angitia Biopharmaceuticals]","2"
"[Oticara Australia PTY LTD]","1"
"[Jubilant Therapeutics Inc.]","1"
"[Sanome]","1"
"[XSpline S.p.A.]","1"
"[Rhythm Diagnostic Systems]","2"
"[Shenzhen Core Medical Technology CO.,LTD.]","1"
"[Dermapenworld]","1"
"[Prodeon Medical, Inc]","1"
"[Drink Poppi]","1"
"[Pro Consumer Safety - Public Health Behavior Solutions]","1"
"[Bismarck Lasik]","1"
"[Centro Trattamento Integrato: Disturbi Alimentari e Obesita]","1"
"[Pakistan Kidney and Liver Institute and Research Center]","2"
"[KDH Research & Communication]","1"
"[Endevica Bio]","1"
"[Clinic for Special Children]","1"
"[Ladoke Akintola University of Technology Teaching Hospital, Ogbomoso]","1"
"[Kortuc, Inc.]","1"
"[True You Weight Loss]","1"
"[Pelex]","1"
"[Aisap LTD]","1"
"[IVF 2.0 Limited]","1"
"[Seaborough Life Science B.V.]","1"
"[SCAI Therapeutics]","1"
"[Medical Group Care, LLC]","1"
"[Louisiana State University Health Sciences Center Shreveport]","35"
"[FDA Office of Orphan Products Development]","100"
"[Gustave Roussy, Cancer Campus, Grand Paris]","186"
"[AstraZeneca]","2810"
"[Regeneron Pharmaceuticals]","271"
"[Conatus Pharmaceuticals Inc.]","17"
"[Trans Tasman Radiation Oncology Group]","34"
"[Peplin]","29"
"[Radboud University Medical Center]","830"
"[GMP Endotherapeutics]","1"
"[St. Antonius Hospital]","81"
"[iTech Medical, Inc.]","1"
"[Y-mAbs Therapeutics]","14"
"[Steward St. Elizabeth's Medical Center of Boston, Inc.]","22"
"[Nova Scotia Health Authority]","287"
"[Human Locomotion Science]","1"
"[University Hospital, Tours]","227"
"[Edward Hines Jr. VA Hospital]","9"
"[John H. Stroger Hospital]","28"
"[The Baruch Padeh Medical Center, Poriya]","37"
"[Universiti Sains Malaysia]","92"
"[Fachklinik Hornheide an der Universität Münster]","2"
"[Forbes Medi-Tech]","1"
"[Napp Pharmaceuticals Limited]","2"
"[Grupo de Estudio de Infecciones en Transplantados]","1"
"[Medical Research Council, South Africa]","8"
"[HP Therapeutics Foundation]","1"
"[Greater Houston Retina Research]","18"
"[Binghamton University]","6"
"[Norton Healthcare]","9"
"[Kitakyushu-Tsuyazaki Hospital]","1"
"[Naviscan PET Systems]","2"
"[Ministry of Scientific Research and Information Technology, Poland]","2"
"[Marshall University]","16"
"[Taipei Hospital, Taiwan]","3"
"[Siemens Healthcare Diagnostics Inc]","1"
"[MRC/UVRI and LSHTM Uganda Research Unit]","11"
"[Taipei Medical University WanFang Hospital]","173"
"[Iwata City Hospital]","1"
"[Hepasome Pharmaceuticals]","1"
"[Tuberculosis Network European Trialsgroup]","3"
"[University of the State of Santa Catarina]","18"
"[Commons Aesthetic Plastic Surgery]","1"
"[Italian Research Group for Gastric Cancer]","2"
"[KEMRI-Wellcome Trust Collaborative Research Program]","10"
"[MicroPhage, Inc.]","3"
"[Clinyx, LLC]","2"
"[Medinol Ltd.]","13"
"[Dutch Society of Physicians for Pulmonology and Tuberculosis]","3"
"[Avera McKennan Hospital & University Health Center]","29"
"[Korea Cancer Center Hospital]","15"
"[Peterborough and Stamford Hospitals NHS Foundation Trust]","5"
"[Weinkle, Susan H., M.D.]","1"
"[University of Leicester]","113"
"[Jyoti Clinical and Pathological Laboratory]","1"
"[Cardiochirurgia E.H.]","11"
"[Toshiba America Medical Systems, Inc.]","4"
"[Centre Hospitalier Universitaire Saint Pierre]","67"
"[EMET Pharmaceuticals, LLC]","1"
"[The Specialist Doctors at Rolighedsvej]","1"
"[St. Francis Hospital, New York]","9"
"[National Research Centre for the Working Environment, Denmark]","20"
"[Beijing YouAn Hospital]","10"
"[HiPP GmbH & Co. Vertrieb KG]","7"
"[McLaren Regional Medical Center]","2"
"[Phelps, Kenneth R., M.D.]","1"
"[ValenciaUGH]","2"
"[Philips Oral Healthcare]","2"
"[University Children's Hospital, Wuerzburg]","1"
"[Spinelab AG]","1"
"[23andMe, Inc.]","5"
"[Optometric Technology Group Ltd]","2"
"[Kaleida Health]","1"
"[Fonds de la Recherche en Santé du Québec]","1"
"[Asociación para el Progreso de la Oncología en Málaga]","1"
"[Middle Tennessee Research Institute]","1"
"[Cancer Foundation, China]","1"
"[Fertility - Assisted Fertilization Center]","1"
"[National Institute of Respiratory Diseases, Mexico]","12"
"[Onofre, Aurora Pujol, M.D.]","3"
"[Jacksonville Surgical Associates]","1"
"[Microvention-Terumo, Inc.]","25"
"[IPCA Laboratories Ltd.]","28"
"[Hospital Son Espases]","12"
"[University of the Western Cape]","3"
"[Institut für Pharmakologie und Präventive Medizin]","25"
"[Centre Hospitalier National d'Ophtalmologie des Quinze-Vingts]","16"
"[Perle Bioscience, Inc.]","2"
"[Cervesi Hospital, Cattolica, Italy]","3"
"[Universidade Nova de Lisboa]","29"
"[Orthopedic Institute, Sioux Falls, SD]","3"
"[Chattem, Inc.]","5"
"[Trigemina, Inc]","1"
"[MedSource Polska]","1"
"[Quantum Genomics SA]","9"
"[DiaVacs, Inc.]","2"
"[Institut de Recherche Biomedicale des Armees]","11"
"[Edward-Elmhurst Health System]","6"
"[Pharmagest Interactive]","1"
"[ThermalCore Inc]","1"
"[Saluda Medical Pty Ltd]","5"
"[NuSirt Biopharma]","4"
"[Exela Pharma Sciences, LLC.]","2"
"[Biomedizinische Forschungs gmbH]","3"
"[Onco Medical Consult GmbH]","2"
"[Nabiqasim Industries (Pvt) Ltd]","1"
"[Pharmazz, Inc.]","11"
"[Virta Health]","3"
"[Cyclerion Therapeutics]","14"
"[Centre de Rhumatologie de l'Est du Québec]","1"
"[Novel Anti-Infective Technologies, LLC]","1"
"[Dr. Siyami Ersek Thoracic and Cardiovascular Surgery Training and Research Hospital]","8"
"[Instituto de Cancerología S.A.]","1"
"[Xintong Pharmacy Company]","1"
"[Hellenic Society for the Study of Bone Metabolism]","2"
"[Shanghai Meiji Health Science and Technology Co., Ltd.]","4"
"[Fundación Hipercolesterolemia Familiar]","2"
"[Eastern Mediterranean University]","90"
"[Cortrium]","2"
"[Innervo Technology LLC]","1"
"[Kraft Heinz Company]","1"
"[Quintiles, Inc.]","3"
"[P1vital Products Limited]","3"
"[Alopexx Vaccine, LLC]","1"
"[105 Hospital of Chinese People's Liberation Army]","1"
"[Gliknik Inc.]","2"
"[National Taipei University of Nursing and Health Sciences]","80"
"[Merus N.V.]","8"
"[Central Taiwan University of Science and Technology]","5"
"[Rotkreuzklinikum München gGmbH]","2"
"[Clínica María del Mar Ruiz]","1"
"[Klinikum Bremen Ost]","1"
"[Jiangsu Famous Medical Technology Co., Ltd.]","14"
"[Tianjin Hospital]","2"
"[Uşak University]","24"
"[Instituto Milenio para Investigación en Depresión y Personalidad]","1"
"[Second Affiliated Hospital of Wenzhou Medical University]","57"
"[NantPharma, LLC]","3"
"[113th Hospital of Chinese People's Liberation Army]","2"
"[Ivory Graft Ltd.]","2"
"[Biowish Technologies, Inc.]","1"
"[Villa Beretta Rehabilitation Center]","4"
"[Casa de Saúde santa Marcelina]","1"
"[Plymouth State University]","1"
"[University of California, Riverside]","8"
"[Vietnam Military Medical University]","4"
"[Minnesota Department of Health]","2"
"[CNGE Conseil]","4"
"[Central Hospital, Izmir]","1"
"[Pharmathen S.A.]","1"
"[Fathers' Support Center, St. Louis]","1"
"[Humanitas Clinical and Research Center]","27"
"[LiteCure LLC]","1"
"[University of Veterinary and Animal Sciences, Lahore - Pakistan]","8"
"[Florida A&M University]","2"
"[Zeno Alpha Inc.]","4"
"[EDMUS Foundation]","2"
"[LumiraDx UK Limited]","16"
"[ARKAY Therapeutics]","1"
"[Scandinavian Biopharma AB]","2"
"[Cardinal Stefan Wyszynski University]","1"
"[Yuksek Ihtisas University]","15"
"[TerSera Therapeutics LLC]","2"
"[Abfero Pharmaceuticals, Inc]","1"
"[University of Applied Sciences for Health Professions Upper Austria]","5"
"[Affluent Medical]","3"
"[Asociación Española de Fabricantes y Distribuidores de Productos de Nutrición Enteral]","1"
"[National Vaccine and Serum Institute, China]","11"
"[Cabinet de Kinesitherapie SCM Saint-Alexandre]","1"
"[ArthroBiologix Inc.]","1"
"[Ellodi Pharmaceuticals, LP]","4"
"[Yerevan State Medical University]","1"
"[Muş Alparlan University]","19"
"[Cereb AB]","1"
"[Endovascular Foundation]","1"
"[Ecarf Institute GmbH]","2"
"[Prospective Bladder Cancer Infrastructure Foundation]","1"
"[Armed Police Force Hospital, Nepal]","5"
"[Emzor Pharmaceutical Industries Limited]","2"
"[Neuronoff, Inc]","1"
"[EVP Eye Care]","1"
"[OculoMotor Technologies]","1"
"[Hospital de la Soledad]","1"
"[Nurix Therapeutics, Inc.]","4"
"[Freedom Laser, Inc.]","2"
"[Binding Sciences Limited]","1"
"[Third Wave Therapeutics]","2"
"[Innovalve Bio Medical Ltd.]","5"
"[Kastamonu University]","12"
"[CanWell Pharma Inc.]","1"
"[Center for Vascular Pathology, Moscow]","3"
"[Basking Biosciences, Inc.]","1"
"[Jiangsu CED Medtech Co., Ltd]","1"
"[A-Mansia Biotech S.A.]","2"
"[Cerebra Medical]","3"
"[PentixaPharm GmbH]","1"
"[iVeena Delivery Systems, Inc.]","2"
"[SNIPR Biome Aps.]","1"
"[Sinai University]","1"
"[Known Medicine, Inc.]","1"
"[Pulmonary Fibrosis Foundation]","1"
"[Independent Public Healthcare Center in Rypin]","1"
"[Vaderis Therapeutics AG]","1"
"[Suzhou Zhonghui Medical Technology Co., Ltd.]","2"
"[Prism Health North Texas]","1"
"[Amway (China) R&D Center]","1"
"[Second Affiliated Hospital of Guangxi Medical University]","2"
"[Changzhou Second People's Hospital affiliated with Nanjing Medical University]","2"
"[University Hopsital Schleswig Holstein Campus Lübeck]","1"
"[B-Cube]","1"
"[NODEHealth Foundation]","1"
"[Upper Alsace University]","1"
"[Vanderbilt-Ingram Cancer Center]","208"
"[LEO Pharma]","209"
"[Vicuron Pharmaceuticals]","1"
"[The University of Queensland]","70"
"[Robert Wood Johnson Foundation]","15"
"[Norwegian University of Science and Technology]","438"
"[Translumina GmbH]","3"
"[Leiden University Medical Center]","256"
"[NICHD Pelvic Floor Disorders Network]","14"
"[Connor, Kathryn M., M.D.]","1"
"[Nobelpharma]","34"
"[International Extranodal Lymphoma Study Group (IELSG)]","26"
"[South Glasgow University Hospitals NHS Trust]","10"
"[Validus Pharmaceuticals]","3"
"[St. Bartholomew's Hospital]","2"
"[CSL Limited]","10"
"[DOV Pharmaceutical, Inc.]","4"
"[Genaissance Pharmaceuticals]","1"
"[Othera Pharmaceuticals]","3"
"[Finnish Foundation for Alcohol Studies]","1"
"[Lipomed]","2"
"[CHU de Charleroi]","2"
"[Thoughtful House]","1"
"[University Hospital of Mont-Godinne]","20"
"[Solace Therapeutics, Inc.]","6"
"[Mukoviszidose Institut gGmbH]","3"
"[Fondazione Italiana Linfomi ONLUS]","64"
"[National Defense Medical College, Japan]","2"
"[North District Hospital]","4"
"[Istanbul Science University]","3"
"[NHS Grampian]","18"
"[Zoll Medical Corporation]","27"
"[DBYAN Medicine Professional Corporation]","2"
"[Eskisehir Osmangazi University]","88"
